SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Kersey Creek Elementary,"10004 Learning Lane, Mechanicsville, VA 23116",510183002506,http://hanoverkces.ss12.sharpschool.com/,1
Pole Green Elementary,"8393 Pole Green Park Ln, Mechanicsville, VA 23116",510183002535,http://hanoverpges.ss12.sharpschool.com/,2
The Georgetown School,"10000 Learning Lane, Mechanicsville, VA 23116",510183002691,http://tgs.hcps.us/,1
Laurel Meadow Elementary,"8248 Lee-Davis Road, Mechanicsville, VA 23111",510183002772,http://hanoverlmes.ss12.sharpschool.com/,1
The Hanover Center For Trades And Technology,"10002 Learning Lane, Mechanicsville, VA 23116",510183002775,http://thctt.hcps.us/,1
Stone Spring Elementary,"1575 Peach Grove Ave, Harrisonburg, VA 22801",510186000602,https://harrisonburg.k12.va.us/sses/,1
Keister Elementary,"100 Maryland Avenue, Harrisonburg, VA 22801",510186000783,https://harrisonburg.k12.va.us/KES,1
Spotswood Elementary,"400 Mountain View Drive, Harrisonburg, VA 22801",510186000785,https://harrisonburg.k12.va.us/SES,1
Waterman Elementary,"451 Chicago Ave, Harrisonburg, VA 22802",510186000787,https://harrisonburg.k12.va.us/wes,1
Thomas Harrison Middle,"1311 W. Market Street, Harrisonburg, VA 22801",510186002150,https://harrisonburg.k12.va.us/THMS,1
Smithland Elementary,"474 Linda Lane, Harrisonburg, VA 22802",510186002761,https://harrisonburg.k12.va.us/SMES,1
Skyline Middle,"470 Linda Lane, Harrisonburg, VA 22802",510186002766,https://harrisonburg.k12.va.us/skms,1
Bluestone Elementary,"750 Garbers Church Road, Harrisonburg, VA 22801",510186003043,https://www.harrisonburg.k12.va.us/bes/,1
