SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Albertville Middle School,"600 E Alabama Ave, Albertville, AL 35950",10000500870,https://ams.albertk12.org/apps/contact/,1
Albertville High School,"402 E McCord Ave, Albertville, AL 35950",10000500871,https://ahs.albertk12.org/,5
Evans Elementary School,"901 W McKinney Ave, Albertville, AL 35950",10000500879,https://ees.albertk12.org/,1
Albertville Elementary School,"1100 Horton Rd, Albertville, AL 35950",10000500889,https://aps.albertk12.org/,5
Big Spring Lake Kindergarten School,"257 Country Club Rd, Albertville, AL 35951",10000501616,https://akpk.albertk12.org/,1
Albertville Primary School,"1100 Horton Road, Albertville, AL 35950",10000502150,https://aps.albertk12.org/,1
Kate Duncan Smith DAR Middle,"6077 Main St, Grant, AL 35747",10000600193,https://kdsdar.org/,1
Asbury High School,"1990 Asbury Rd, Albertville, AL 35951",10000600872,http://asburyhigh.marshallk12.org/,1
Claysville School,"140 Claysville School Rd, Guntersville, AL 35976",10000600876,http://claysville.marshallk12.org/,1
Douglas Elementary School,"Highway 75, Douglas, AL 35964",10000600877,http://douglaselementary.marshallk12.org/,4
Douglas High School,"225 Eagle Drive, Douglas, AL 35964",10000600878,http://douglashigh.marshallk12.org/our_school/contact_us,1
Brindlee Mountain Elementary School,"2233 Shoal Creek Rd, Arab, AL 35016",10000600880,http://bmes.marshallk12.org/,1
Kate D Smith DAR High School,"6077 Main St, Grant, AL 35747",10000600883,http://darhigh.marshallk12.org/,1
Brindlee Mountain Primary School,"3685 Union Grove Rd, Union Grove, AL 35175",10000600887,http://bmps.marshallk12.org/staff,1
Marshall Alternative School,"140 Claysville School Rd, Guntersville, AL 35976",10000600986,http://claysville.marshallk12.org/,1
Marshall Technical School,"12312 US Highway 431 S, Guntersville, AL 35976",10000600987,http://mts.marshallk12.org/,1
Robert D Sloman Primary,"200 Bethlehem Rd, Douglas, AL 35964",10000601413,http://slomanprimary.marshallk12.org/,1
Brindlee Mountain High School,"994 Scant City Road, Guntersville, AL 35976",10000601585,http://brindleemountainhigh.marshallk12.org/,1
Kate D Smith DAR Elementary School,"6077 Main St, Grant, AL 35747",10000601685,http://darelementary.marshallk12.org/,1
Douglas Middle School,"Highway 75, Douglas, AL 35964",10000601812,http://douglasmiddle.marshallk12.org/our_school,2
Asbury Elementary School,"1966 Asbury Road, Albertville, AL 35951",10000602209,http://aes.marshallk12.org/our_school,1
Trace Crossings Elementary School,"5454 Learning Lane, Hoover, AL 35244",10000700091,https://al02204985.schoolwires.net/Page/2782,11
Greystone Elementary School,"300 Village Street, Hoover, AL 35242",10000700248,https://al02204985.schoolwires.net/Page/1211,9
Hoover High School,"1000 Buccaneer Drive, Hoover, AL 35244",10000700251,https://en.wikipedia.org/wiki/Hoover_High_School_(Alabama),9
Berry Middle School,"4500 Jaguar Dr, Hoover, AL 35242",10000700337,https://www.ncsasports.org/womens-volleyball-recruiting/alabama/hoover/berry-middle-school,12
South Shades Crest Elementary School,"3770 South Shades Crest Rd, Hoover, AL 35244",10000700342,https://www.realtor.com/local/schools/South-Shades-Crest-Elementary-School-071429011,9
Robert F Bumpus Middle School,"6055 Flemming Parkway, Hoover, AL 35244",10000701422,https://www.homesnap.com/schools/AL/Birmingham/Robert_F_Bumpus_Middle_School,9
Spain Park High School,"4700 Jaguar Drive, Hoover, AL 35242",10000701456,https://en.wikipedia.org/wiki/Spain_Park_High_School,6
Deer Valley Elementary School,"4990 Ross Bridge Parkway, Hoover, AL 35226",10000701483,https://www.citydirectory.us/school-deer-valley-elementary-school-hoover-al.html,11
Bluff Park Elementary School,"569 Park Avenue, Hoover, AL 35226",10000701738,https://www.teacherlists.com/schools/25-bluff-park-elementary,9
Green Valley Elementary School,"3200 Old Columbiana Rd, Hoover, AL 35226",10000701739,https://www.areavibes.com/hoover-al/schools/green+valley+elementary+school-010000701739/,11
Gwin Elementary School,"1580 Patton Chapel Road, Hoover, AL 35226",10000701740,https://al02204985.schoolwires.net/site/Default.aspx?PageID=1201&DomainID=1067,9
Ira F Simmons Middle School,"1575 Patton Chapel Road, Hoover, AL 35226",10000701741,http://www.schoolmap.org/School/Ira-F-Simmons-Middle-School/,8
Rocky Ridge Elementary School,"2876 Old Rocky Ridge Rd, Hoover, AL 35243",10000701742,https://www.homesnap.com/schools/AL/Birmingham/Rocky_Ridge_Elementary_School,10
Shades Mountain Elementary School,"2250 Sumpter St, Hoover, AL 35226",10000701743,http://www.findglocal.com/US/Birmingham/1221773281209006/Shades-Mountain-Elementary-School,8
Riverchase Elementary School,"1950 Old Montgomery Highway, Hoover, AL 35244",10000702091,https://www.waze.com/live-map/directions/riverchase-elementary-school-old-montgomery-hwy-1950-hoover?to=place.w.179044686.1790381320.409390,9
Brocks Gap Intermediate School,"1730 Lake Cyrus Club Drive, Hoover, AL 35244",10000702186,https://www.homesnap.com/schools/AL/Hoover/Brocks_Gap_Intermediate_School,8
Crossroads School,"1085 Buccaneer Drive, Hoover, AL 35244",10000702359,http://wikimapia.org/6118141/Crossroads-School,5
Horizon Elementary School,"7855 Old Madison Pike, Madison, AL 35758",10000800303,https://www.madisoncity.k12.al.us/horizon,1
Discovery Middle School,"1304 Hughes Rd, Madison, AL 35758",10000800495,https://www.madisoncity.k12.al.us/discovery,1
Bob Jones High School,"650 Hughes Rd, Madison, AL 35758",10000800831,https://www.madisoncity.k12.al.us/bjhs,1
Madison Elementary School,"17 College St, Madison, AL 35758",10000800839,https://www.madisoncity.k12.al.us/madison,1
West Madison Elementary School,"4976 Wall Triana Hwy, Madison, AL 35758",10000800851,https://www.madisoncity.k12.al.us/WestMadison,1
Heritage Elementary School,"11775 County Line Rd, Madison, AL 35758",10000801423,https://www.madisoncity.k12.al.us/heritage,1
Rainbow Elementary School,"50 Nance Rd, Madison, AL 35758",10000801485,https://www.madisoncity.k12.al.us/domain/268,1
Liberty Middle School,"281 Dock Murphy Dr, Madison, AL 35758",10000801798,https://www.madisoncity.k12.al.us/liberty,1
Columbia Elementary School,"667 Balch Road, Madison, AL 35758",10000802097,https://www.madisoncity.k12.al.us/columbia,1
Mill Creek Elementary School,"847 Mill Road, Madison, AL 35758",10000802133,https://www.madisoncity.k12.al.us/millcreek,1
James Clemens High School,"11306 County Line Road, Madison, AL 35756",10000802198,https://www.madisoncity.k12.al.us/jchs,1
Leeds Elementary School,"950 Ashville Road, Leeds, AL 35094",10001102094,https://www.citydirectory.us/school-leeds-elementary-school-leeds-al.html,9
Leeds Middle School,"1771 Whitmire Street, Leeds, AL 35094",10001102095,https://www.waze.com/live-map/directions/leeds-middle-school-whitmire-st-1771-leeds?to=place.w.179241295.1792150811.257429,5
Leeds High School,"1500 Greenwave Drive, Leeds, AL 35094",10001102096,https://en.wikipedia.org/wiki/Leeds_High_School,1
Leeds Primary School,"991 Park Drive, Leeds, AL 35094",10001102430,https://www.citydirectory.us/school-leeds-primary-school-leeds-al.html,9
Boaz Middle School,"140 Newt Parker Dr, Boaz, AL 35957",10001200123,https://www.boazk12.org/Domain/11,1
Boaz High School,"907 Brown St, Boaz, AL 35957",10001200874,https://www.boazk12.org/Domain/12,1
Corley Elementary School,"505 Mount Vernon Rd, Boaz, AL 35957",10001200884,https://www.boazk12.org/ces,1
Boaz Intermediate School,"11 Newt Parker Drive, Boaz, AL 35957",10001201630,https://www.boazk12.org/bis,1
Boaz Elementary School,"362 Collier St, Boaz, AL 35957",10001201781,https://www.boazk12.org/bes,1
HewittTrussville Middle School,"5275 Trussville Clay Road, Trussville, AL 35173",10001300714,https://www.trussvillecityschools.com/Domain/11,1
Paine Elementary School,"7600 Gadsden Highway, Trussville, AL 35173",10001301498,https://www.trussvillecityschools.com/paine,1
HewittTrussville High School,"6450 Husky Parkway, Trussville, AL 35173",10001301682,https://www.trussvillecityschools.com/HTHS,1
Magnolia Elementary School,"5400 Hidden Way Lane, Trussville, AL 35173",10001302401,https://www.trussvillecityschools.com/magnolia,1
Cahaba Elementary School,"301 Parkway Drive, Trussville, AL 35173",10001302402,https://www.trussvillecityschools.com/cahaba,1
Alexander City Middle School,"359 State St, Alexander City, AL 35010",10003000001,"https://alabama.hometownlocator.com/schools/profiles,n,alexander%20city%20middle%20school,z,35010,t,pb,i,1001111.cfm",10
Benjamin Russell High School,"225 Heard Blvd, Alexander City, AL 35010",10003000003,https://www.nfhsnetwork.com/schools/benjamin-russell-high-school-alexander-city-al,13
Jim Pearson Elementary School,"1240 Scott Rd, Alexander City, AL 35010",10003000004,https://businessfinder.al.com/jim-pearson-elementary-school-alexander-city-al.html,9
Nathaniel H Stephens Elementary School,"851 Laurel St, Alexander City, AL 35010",10003000005,https://www.homesnap.com/schools/AL/Alexander_City/Nathaniel_H_Stephens_Elementary_School,8
William L Radney Elementary School,"140 Allison Drive, Alexander City, AL 35010",10003000006,https://www.teacherlists.com/schools/39-william-l-radney-elementary,11
Andalusia High School,"701 Third St, Andalusia, AL 36420",10006000007,https://highandalusiaal.schoolinsites.com/,1
Andalusia Junior High,"408 4th Avenue, Andalusia, AL 36420",10006000008,https://juniorandalusiaal.schoolinsites.com/,4
Andalusia Elementary School,"1501 West Bypass, Andalusia, AL 36420",10006001467,https://www.andalusiachamber.com/membership-directory/name/andalusia-elementary-school/,2
Anniston High School,"1301 Woodstock Ave, Anniston, AL 36207",10009000011,https://www.annistonschools.com/Domain/82,1
Golden Springs Elementary School,"100 Feary Dr, Anniston, AL 36207",10009000017,https://www.annistonschools.com/goldensprings,1
Randolph Park Elementary School,"2200 W 17th St, Anniston, AL 36201",10009000020,https://www.annistonschools.com/randolphpark,1
Tenth Street Elementary School,"1525 E 10th St, Anniston, AL 36207",10009000021,https://www.annistonschools.com/tenthstreet,1
Anniston City Boot Camp School,"4804 McClellan Blvd, Anniston, AL 36206",10009001246,https://projects.propublica.org/miseducation/school/010009001246,9
Anniston Middle School,"4800 McClellan Blvd, Anniston, AL 36206",10009001725,https://www.annistonschools.com/Domain/224,1
Cobb PreK Academy,"1325 Cobb Ave, Anniston, AL 36201",10009001782,https://www.annistonschools.com/cobb,1
Arab Elementary School,"241 8th Ave NE, Arab, AL 35016",10010000022,https://www.arabcityschools.org/Domain/10,1
Arab Primary School,"121 Mimosa St NE, Arab, AL 35016",10010000025,https://www.arabcityschools.org/domain/640,1
Arab Junior High School,"911 Old Cullman Rd, Arab, AL 35016",10010000027,https://www.arabcityschools.org/Domain/9,1
Arab High School,"511 Arabian Dr NE, Arab, AL 35016",10010000028,https://www.arabcityschools.org/,2
Athens Intermediate School,"1916 Us Hwy 72 W, Athens, AL 35611",10012000522,https://www.acs-k12.org/Domain/12,1
Athens Elementary School,"515 N Madison St, Athens, AL 35611",10012001471,https://opportunitychild.com.au/athenselementary/,2
Athens High School,"100 Highway 31 N, Athens, AL 35611",10012001472,https://www.acs-k12.org/ahs,1
Athens Middle School,"601 S Clinton St, Athens, AL 35611",10012001473,https://www.acs-k12.org/domain/103,1
James L Cowart Elementary School,"1701 W Hobbs St, Athens, AL 35611",10012001474,https://www.acs-k12.org/Domain/11,1
Julian Newman Elementary School,"517 Julian Newman Dr, Athens, AL 35613",10012001475,https://www.acs-k12.org/jes,1
Brookhill Elementary School,"320 Brookhill Dr, Athens, AL 35611",10012001758,https://www.acs-k12.org/bes,1
Athens Renaissance School,"405 South Street East, Athens, AL 35611",10012002417,https://www.acs-k12.org/ars,1
Etowah High School,"201 Case Ave, Attalla, AL 35954",10018000033,https://www.attalla.k12.al.us/Domain/10,1
Etowah Middle School,"316Jones Street, Attalla, AL 35954",10018000034,https://www.attalla.k12.al.us/Domain/9,1
Attalla Elementary School,"300 Cullman Avenue, Attalla, AL 35954",10018000035,https://www.attalla.k12.al.us/Domain/8,1
Saraland Middle SchoolAdams Campus,"401 Baldwin St, Saraland, AL 36571",10018500893,https://www.saralandboe.org/Domain/10,1
Saraland Elementary School,"229 McKeough Ave, Saraland, AL 36571",10018500952,https://www.saralandboe.org/Domain/9,1
Saraland High School,"1115 Industrial Parkway, Saraland, AL 36571",10018502137,https://www.saralandboe.org/domain/492,1
Saraland Early Education Center,"4000 Lil Spartan Drive, Saraland, AL 36571",10018502427,https://www.saralandboe.org/SEEC,1
Montgomery Childrens Specialty Center,"2853 Forbes Dr, Montgomery, AL 36110",10018702371,https://montgomerybytutera.com/,1
Chickasaw City Elementary School,"80 Grant Street, Chickasaw, AL 36611",10018802193,https://www.chickasawschools.com/Domain/9,3
Chickasaw City High School,"50 12th Ave, Chickasaw, AL 36611",10018802194,https://www.chickasawschools.com/,1
Chickasaw Middle School,"50 Chieftain Way, Chickasaw, AL 36611",10018802428,https://www.chickasawschools.com/Domain/10,1
Satsuma High School,"1 Gator Circle, Satsuma, AL 36572",10018902195,https://www.satsumaschools.com/Domain/9,1
Robert E Lee Elementary,"251 Baker Rd, Satsuma, AL 36572",10018902196,https://www.satsumaschools.com/Domain/8,1
Thompson Intermediate School,"10019 Highway 119, Alabaster, AL 35007",10019001182,https://www.areavibes.com/alabaster-al/schools/thompson+intermediate+school-010019001182/,8
Thompson High School,"100 Warrior Dr, Alabaster, AL 35007",10019001183,https://www.acsboe.org/ths,1
Thompson Middle School,"1509 Kent Dairy Road, Alabaster, AL 35007",10019001184,https://www.acsboe.org/Page/488,1
Meadow View  Elementary School,"2800 Smokey Rd, Alabaster, AL 35007",10019001460,https://www.acsboe.org/Domain/9,1
Creek View Elementary School,"8568 Highway 17, Maylene, AL 35114",10019001815,https://www.acsboe.org/Domain/8,1
Thompson Sixth Grade Center,"10111 Highway 119, Alabaster, AL 35007",10019002149,https://www.acsboe.org/domain/147,2
Pelham Oaks,"2200 Highway 33, Pelham, AL 35124",10019402395,https://poes.pelhamcityschools.org/about_us/contact_us,3
Pelham Ridge,"251 Applegate Parkway, Pelham, AL 35124",10019402396,https://www.pelhamcityschools.org/about_us/our_schools/pelham_ridge_elementary_school,1
Pelham Park Middle School,"2016 Pelham Park Boulevard, Pelham, AL 35124",10019402398,https://ppms.pelhamcityschools.org/,1
Pelham High School,"2500 Panther Cir, Pelham, AL 35124",10019402399,https://phs.pelhamcityschools.org/,1
Pike Road Elementary School,"500 Avenue of Learning, Pike Road, AL 36064",10019502407,https://elementary.pikeroadschools.org/,1
Pike Road Historic School,"4710 Pike Road, Pike Road, AL 36064",10019502424,https://www.pris.school/about,2
Acceleration Day and Evening Academy,"3100 Cottage Hill Rd, Mobile, AL 36606",10019702432,https://www.accelacademymobile.com/,1
Auburn High School,"1701 E Samford Avenue, Auburn, AL 36830",10021000036,https://www.auburnschools.org/domain/322,2
Auburn Junior High School,"405 S Dean Rd, Auburn, AL 36830",10021000037,https://www.auburnschools.org/domain/313,2
Cary Woods Elementary School,"715 Sanders St, Auburn, AL 36830",10021000039,https://www.auburnschools.org/cwes,1
Dean Road Elementary School,"335 S Dean Rd, Auburn, AL 36830",10021000040,https://www.auburnschools.org/dres,1
Drake Middle School,"655 Spencer Ave, Auburn, AL 36832",10021000041,https://www.auburnschools.org/domain/320,1
Wrights Mill Road Elementary School,"807 Wrights Mill Rd, Auburn, AL 36830",10021000042,https://www.auburnschools.org/wmres,1
Auburn Early Education Center,"721 E University Dr, Auburn, AL 36830",10021000053,https://www.auburnschools.org/aeec,1
Ogletree Elementary School,"737 Ogletree Rd, Auburn, AL 36830",10021001254,https://www.auburnschools.org/ogletree/,1
Margaret Yarbrough Elementary School,"1555 N Donahue Dr, Auburn, AL 36830",10021001259,https://www.auburnschools.org/yarbrough/,2
Richland Elementary School,"770 S Yarbrough Farms Boulevard, Auburn, AL 36830",10021001879,https://www.auburnschools.org/richland,5
Pick Elementary School,"1320 N College St, Auburn, AL 36830",10021002363,https://www.auburnschools.org/domain/315,1
East Samford School,"332 E Samford Avenue, Auburn, AL 36830",10021002440,https://www.auburnschools.org/ess,1
Billingsley High School,"2446 County Road 77, Billingsley, AL 36006",10024000045,https://www.bsk12.net/,1
Marbury High School,"2360 Highway 31 North, Deatsville, AL 36022",10024000046,https://www.marburyhighschool.org/contact,1
Prattville Elementary School,"134 Patrick St, Prattville, AL 36067",10024000047,https://www.pesbobcats.com/,1
Prattville High School,"1315 Upper Kingston Rd, Prattville, AL 36067",10024000048,https://www.gophslions.com/contact,1
Prattville Junior High School,"1089 N Chestnut, Prattville, AL 36067",10024000049,https://www.pjhscats.com/,3
Prattville Intermediate School,"1020 Honeysuckle Dr, Prattville, AL 36067",10024000050,https://pisautaugaal.schoolinsites.com/,1
Prattville Primary School,"216 Wetumpka St, Prattville, AL 36067",10024000051,https://www.prattvilleprimary.com/,1
Pine Level Elementary School,"2040 Highway 31 N, Deatsville, AL 36022",10024000543,https://www.pinelevelelem.com/,1
Daniel Pratt Elementary School,"420 Harvest Loop, Prattville, AL 36066",10024000546,https://www.dpeseagles.com/,1
Autauga County Alternative School,"816 Cardinal Ln, Prattville, AL 36067",10024000587,https://www.acboe.net/alt,4
Autauga County Technology Center,"1301 Upper Kingston Rd, Prattville, AL 36067",10024000590,https://www.autaugatech.com/,1
Autaugaville School,"2708 Dutch Bend St, Autaugaville, AL 36003",10024001408,https://www.autaugavilleschool.com/,1
Louise M Smith Development Center,"298 Jay Street, Prattville, AL 36066",10024001550,https://www.awearc.org/development-center.html,1
Prattville Kindergarten School,"338 1st St, Prattville, AL 36067",10024001639,https://www.prattvillekindergarten.com/,1
Marbury Middle School,"210 County Road 20 East, Marbury, AL 36051",10024002159,https://www.marburymiddle.com/contact,1
Daphne Middle School,"One Jody Davis Cir, Daphne, AL 36526",10027000013,https://www.bcbe.org/dms,1
Gulf Shores Middle School,"450 E 15th Ave, Gulf Shores, AL 36542",10027000023,https://www.gsboe.org/gsms,1
Robertsdale High School,"21630 Highway 59 South, Robertsdale, AL 36567",10027000024,https://www.bcbe.org/Domain/76,3
W J Carroll Intermediate School,"1000 Main St, Daphne, AL 36526",10027000056,https://www.bcbe.org/carroll,1
Elberta High School,"13355main Street, Elberta, AL 36530",10027000057,https://www.bcbe.org/Domain/82,2
Elsanor School,"23440 US Highway 90, Robertsdale, AL 36567",10027000058,https://www.bcbe.org/elsanor,1
Fairhope Middle School,"Two Pirate Drive, Fairhope, AL 36532",10027000059,https://www.bcbe.org/fms,1
Foley Middle School,"200 N Oak St, Foley, AL 36535",10027000060,https://www.bcbe.org/Domain/86,1
Perdido Elementary School,"23589 County Road 47, Perdido, AL 36562",10027000062,https://www.bcbe.org/perdido,1
Rosinton School,"19757 County Road 64, Robertsdale, AL 36567",10027000065,https://www.bcbe.org/rosinton,1
Silverhill School,"15800 4th Ave, Silverhill, AL 36576",10027000066,https://www.homesnap.com/schools/AL/Silverhill/Silverhill_School,6
Spanish Fort Elementary School,"30900 State Highway 225, Spanish Fort, AL 36527",10027000067,https://www.bcbe.org/spanishfortelem,1
Stapleton School,"35480 Harriot Avestap, Stapleton, AL 36578",10027000068,https://www.bcbe.org/stapleton,5
Summerdale School,"400 E Broadway, Summerdale, AL 36580",10027000069,https://www.bcbe.org/summerdale,1
Swift Elementary School,"6330 Bon Secour Hwy, Bon Secour, AL 36511",10027000070,https://www.bcbe.org/swift,1
Fairhope High School,"18800 Greeno Rd, Fairhope, AL 36532",10027000100,https://www.bcbe.org/fhs,9
Central Baldwin Middle School,"24545 State Highway 59, Robertsdale, AL 36576",10027000162,https://www.bcbe.org/Domain/79,1
Orange Beach Elementary School,"4900 Wilson Blvd, Orange Beach, AL 36561",10027000549,https://www.bcbe.org/orangebeach,1
Rockwell Elementary School,"10183 US Highway 31, Spanish Fort, AL 36527",10027000550,https://www.bcbe.org/rockwell,1
Elberta Elementary School,"25820 Highway 98, Elberta, AL 36530",10027000625,https://www.bcbe.org/elberta,1
Gulf Shores High School,"600 E 15th Ave, Gulf Shores, AL 36542",10027000641,https://www.gsboe.org/gshs/departments,1
Magnolia School,"1 Jaguar Loop, Foley, AL 36535",10027000648,https://www.bcbe.org/magnolia,1
J Larry Newton School,"9761 County Road 32, Fairhope, AL 36532",10027000660,https://www.bcbe.org/newton,1
North Baldwin Center For Technology,"505 Dr Martin Luther King Blvd, Bay Minette, AL 36507",10027000664,https://www.bcbe.org/nbct,1
South Baldwin Center For Technology,"19200 Carolina Street, Robertsdale, AL 36567",10027000665,https://www.bcbe.org/sbct,1
Gulf Shores Elementary School,"1600 East 3rd St, Gulf Shores, AL 36542",10027001477,https://www.gsboe.org/gses,1
Bay Minette Elementary School,"800 Blackburn Ave, Bay Minette, AL 36507",10027001708,https://www.bcbe.org/domain/95,2
Daphne Elementary School,"2307 Main St, Daphne, AL 36526",10027001709,https://www.bcbe.org/de,1
Fairhope Intermediate School,"2 N Bishop Rd, Fairhope, AL 36532",10027001710,https://www.homesnap.com/schools/AL/Fairhope/Fairhope_Intermediate_School,6
Fairhope Elementary School,"408 N Section Street, Fairhope, AL 36532",10027001711,https://www.bcbe.org/fairhopewestelementary,2
Foley Elementary School,"450 N Cedar Street, Foley, AL 36535",10027001712,https://www.bcbe.org/Domain/103,3
Foley Intermediate School,"2000 S Cedar St, Foley, AL 36535",10027001713,https://us.kompass.com/c/foley-intermediate-school/us1712192/,11
Loxley Elementary School,"4999 South Magnolia St, Loxley, AL 36551",10027001714,https://www.bcbe.org/Domain/106,1
Pine Grove Elementary School,"43980 Pine Grove Rd, Bay Minette, AL 36507",10027001715,https://www.bcbe.org/pinegrove,1
Robertsdale Elementary School,"1 Cub Drive, Robertsdale, AL 36567",10027001716,https://www.bcbe.org/robertsdaleelem,1
Daphne High School,"9300 Champions Way, Daphne, AL 36526",10027001759,https://www.bcbe.org/dhs,1
Delta Elementary School,"10251 White House Fork Rd, Bay Minette, AL 36507",10027001783,https://www.bcbe.org/delta,1
Foley High School,"1 Pride Pl, Foley, AL 36535",10027001784,https://www.bcbe.org/foley,1
Baldwin County High School,"One Tiger Dr, Bay Minette, AL 36507",10027001810,https://www.bcbe.org/bchs,1
Bay Minette Middle School,"1311 W 13th Street, Bay Minette, AL 36507",10027001859,https://www.bcbe.org/bmms,1
Spanish Fort Middle School,"33899 Jimmy Faulkner Drive, Spanish Fort, AL 36527",10027001888,https://www.bcbe.org/sfms,1
Daphne East Elementary School,"26651 County Road 13, Daphne, AL 36526",10027002072,https://www.bcbe.org/dee,1
Spanish Fort High School,"One Plaza De Toros, Spanish Fort, AL 36527",10027002073,https://www.bcbe.org/sfhs,1
CF Taylor Alternative School,"19150 Wilters Street, Robertsdale, AL 36567",10027002180,https://www.bcbe.org/site/default.aspx?PageType=3&ModuleInstanceID=194&ViewID=82ad4dc1-ff8e-4c91-9428-7a2a172acda0&RenderLoc=0&FlexDataID=78&PageID=157,1
Baldwin County Virtual School,"450 Fairhope Avenue, Farihope, AL 36532",10027002443,https://www.bcbe.org/BaldwinCountyVirtualSecondarySchool,1
Barbour County High School,"165 S Midway, Clayton, AL 36016",10030000074,http://www.barbourschools.org/Default.asp?L=0&LMID=&PN=Schools2&DivisionID=&DepartmentID=&SubDepartmentID=&SubP=School&SchoolID=4735,1
Barbour County Primary School,"81 Victoria Street, Louisville, AL 36048",10030001478,https://www.homesnap.com/schools/AL/Louisville/Barbour_Co_Primary_School,5
Barbour County Intermediate School,"18 Beaty Drive, Louisville, AL 36048",10030001641,https://barbourcountyinterbarboural.schoolinsites.com/,1
Greenwood Elementary School,"5012 Roselyn Road Southeast, Bessemer, AL 35022",10033000082,https://greenwood.bcse.schoolinsites.com/,1
Charles F Hard Elementary School,"2801 Arlington Ave, Bessemer, AL 35020",10033000084,https://hard.bcse.schoolinsites.com/,1
Bessemer City Middle School,"100 High School Drive, Bessemer, AL 35020",10033000086,https://www.bessemercitymiddleschool.com/,1
Bessemer City High School,"4950 Premiere Parkway, Bessemer, AL 35022",10033000087,https://lanier.bcss.schoolinsites.com/,1
Jonesboro Elementary School,"125 Owen Ave, Bessemer, AL 35020",10033000088,https://www.jonesboroelementary.com/,1
Westhills Elementary School,"710 Glenn Rd, Bessemer, AL 35022",10033000090,https://www.westhillselementaryschool.com/,2
New Horizon Alternative School,"1701 6th Ave N, Bessemer, AL 35020",10033001264,https://newhorizon.bcsa.schoolinsites.com/,5
Bessemer Center For Technology,"4940 Premiere Parkway, Bessemer, AL 35022",10033001267,https://bessemer.bcst.schoolinsites.com/,1
Abrams Elementary School,"1200 23rd Street N, Bessemer, AL 35020",10033001479,https://www.abramselementaryschool.com/,2
Bibb County High School,"220 Birmingham Rd, Centreville, AL 35042",10036000092,https://bchs.bibbed.org/apps/contact/,1
Centreville Middle School,"1621 Montgomery Hwy, Centreville, AL 35042",10036000094,https://cms.bibbed.org/,1
Brent Elementary School,"160 4th Street, Brent, AL 35034",10036000095,https://bes.bibbed.org/,1
Randolph Elementary School,"7259 Highway 36, Randolph, AL 36792",10036000096,https://res.bibbed.org/,1
West Blocton Elementary School,"828 Cahaba River Dr, West Blocton, AL 35184",10036000098,https://wbes.bibbed.org/,1
West Blocton High School,"4734 Truman Aldrich Parkway, West Blocton, AL 35184",10036000099,http://westbloctonhighschool.com/contact-us/,1
Bibb County Career Academy,"17191 Highway 5, West Blocton, AL 35184",10036000669,https://bcca.bibbed.org/,1
West Blocton Middle School,"4721 Truman Aldrich Pkwy, West Blocton, AL 35184",10036001426,https://wbms.bibbed.org/,1
Woodstock Elementary School,"19456 Eastern Valley Rd, Woodstock, AL 35188",10036001480,https://wes.bibbed.org/,1
Engle Day Treatment,"2015 Park Place N, Birmingham, AL 35203",10039000079,https://www.schoolsnearme.net/en/public/engle-day-treatment/217,3
Avondale Elementary School,"4000 8th Ct S, Birmingham, AL 35222",10039000103,https://www.bhamcityschools.org/avondale,1
Barrett Elementary School,"7601 Division Ave, Birmingham, AL 35206",10039000106,https://www.bhamcityschools.org/barrett,1
Charles A Brown Elementary School,"4811 Court J, Birmingham, AL 35208",10039000107,https://www.bhamcityschools.org/Domain/37,1
Bush K8,"1832 Center Way S, Birmingham, AL 35205",10039000108,https://www.bhamcityschools.org/Domain/16,1
Central Park Elementary School,"4915 Ave Q, Birmingham, AL 35208",10039000112,https://www.bhamcityschools.org/centralpark,1
Christian School,"725 Mountain Dr, Birmingham, AL 35206",10039000113,https://www.bhamcityschools.org/Domain/27,1
Epic School,"1000 10th Ave S, Birmingham, AL 35205",10039000119,https://www.bhamcityschools.org/epic,1
Oliver K5 School,"6871 6th Court S, Birmingham, AL 35212",10039000127,https://www.bhamcityschools.org/Domain/52,1
Green Acres Middle School,"1220 67th Street West, Birmingham, AL 35228",10039000133,https://www.bhamcityschools.org/greenacres,1
Hemphill Elementary School,"714 12th Street SW, Birmingham, AL 35211",10039000136,https://www.bhamcityschools.org/hemphill,1
Hudson KEight School,"3300 F L Shuttlesworth Dr, Birmingham, AL 35207",10039000139,https://www.bhamcityschools.org/Domain/28,1
Huffman Middle School,"517 Huffman Rd, Birmingham, AL 35215",10039000140,https://www.bhamcityschools.org/Domain/21,1
Huffman High SchoolMagnet,"900 Springville Rd, Birmingham, AL 35215",10039000141,https://www.bhamcityschools.org/huffman,13
Inglenook School,"4120 Inglenook Street, Birmingham, AL 35217",10039000142,https://www.bhamcityschools.org/inglenook,1
Minor Elementary School,"2425 Ave SEnsley, Birmingham, AL 35218",10039000156,https://www.bhamcityschools.org/minor,1
Norwood Elementary School,"3136 Norwood Blvd, Birmingham, AL 35234",10039000161,https://www.bhamcityschools.org/Norwood,1
JacksonOlin High School,"1300 Avenue F Ensley, Birmingham, AL 35218",10039000164,https://www.bhamcityschools.org/jacksonolin,1
Parker High School,"400 Abraham Woods Jr Blvd, Birmingham, AL 35204",10039000165,https://www.bhamcityschools.org/Domain/11,1
Princeton School,"1425 2nd Ave W, Birmingham, AL 35208",10039000174,https://www.bhamcityschools.org/princeton,3
