Deer Valley Elementary School,"4990 Ross Bridge Parkway, Hoover, AL 35226",10000701483,https://www.citydirectory.us/school-deer-valley-elementary-school-hoover-al.html,10
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Bluff Park Elementary School,"569 Park Avenue, Hoover, AL 35226",10000701738,https://www.apartmenthomeliving.com/hoover-al/elementary/bluff-pk-elementary-school,9
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Green Valley Elementary School,"3200 Old Columbiana Rd, Hoover, AL 35226",10000701739,https://www.areavibes.com/hoover-al/schools/green+valley+elementary+school-010000701739/,10
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Gwin Elementary School,"1580 Patton Chapel Road, Hoover, AL 35226",10000701740,https://al02204985.schoolwires.net/site/Default.aspx?PageID=1201&DomainID=1067,9
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Ira F Simmons Middle School,"1575 Patton Chapel Road, Hoover, AL 35226",10000701741,http://www.schoolmap.org/School/Ira-F-Simmons-Middle-School/,8
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Rocky Ridge Elementary School,"2876 Old Rocky Ridge Rd, Hoover, AL 35243",10000701742,https://www.homesnap.com/schools/AL/Birmingham/Rocky_Ridge_Elementary_School,11
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Shades Mountain Elementary School,"2250 Sumpter St, Hoover, AL 35226",10000701743,http://www.findglocal.com/US/Birmingham/1221773281209006/Shades-Mountain-Elementary-School,8
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Riverchase Elementary School,"1950 Old Montgomery Highway, Hoover, AL 35244",10000702091,https://al02204985.schoolwires.net/Page/1203,8
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Brocks Gap Intermediate School,"1730 Lake Cyrus Club Drive, Hoover, AL 35244",10000702186,https://www.homesnap.com/schools/AL/Hoover/Brocks_Gap_Intermediate_School,9
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Crossroads School,"1085 Buccaneer Drive, Hoover, AL 35244",10000702359,http://wikimapia.org/6118141/Crossroads-School,7
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Horizon Elementary School,"7855 Old Madison Pike, Madison, AL 35758",10000800303,https://www.madisoncity.k12.al.us/horizon,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Discovery Middle School,"1304 Hughes Rd, Madison, AL 35758",10000800495,https://www.madisoncity.k12.al.us/discovery,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Bob Jones High School,"650 Hughes Rd, Madison, AL 35758",10000800831,https://www.madisoncity.k12.al.us/bjhs,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Madison Elementary School,"17 College St, Madison, AL 35758",10000800839,https://www.madisoncity.k12.al.us/Madison,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
West Madison Elementary School,"4976 Wall Triana Hwy, Madison, AL 35758",10000800851,https://www.madisoncity.k12.al.us/WestMadison,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Heritage Elementary School,"11775 County Line Rd, Madison, AL 35758",10000801423,https://www.madisoncity.k12.al.us/heritage,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Rainbow Elementary School,"50 Nance Rd, Madison, AL 35758",10000801485,https://www.madisoncity.k12.al.us/domain/268,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Liberty Middle School,"281 Dock Murphy Dr, Madison, AL 35758",10000801798,https://www.madisoncity.k12.al.us/liberty,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Columbia Elementary School,"667 Balch Road, Madison, AL 35758",10000802097,https://www.madisoncity.k12.al.us/columbia,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Mill Creek Elementary School,"847 Mill Road, Madison, AL 35758",10000802133,https://www.madisoncity.k12.al.us/millcreek,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
James Clemens High School,"11306 County Line Road, Madison, AL 35756",10000802198,https://www.madisoncity.k12.al.us/jchs,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Leeds Elementary School,"950 Ashville Road, Leeds, AL 35094",10001102094,https://www.hisawyer.com/listings/schools/50151-leeds-elementary-school,10
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Leeds Middle School,"1771 Whitmire Street, Leeds, AL 35094",10001102095,https://www.waze.com/live-map/directions/leeds-middle-school-whitmire-st-1771-leeds?to=place.w.179241295.1792150811.257429,5
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Leeds High School,"1500 Greenwave Drive, Leeds, AL 35094",10001102096,https://en.wikipedia.org/wiki/Leeds_High_School,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Leeds Primary School,"991 Park Drive, Leeds, AL 35094",10001102430,https://www.waze.com/live-map/directions/leeds-primary-school-park-dr-991-leeds?to=place.w.179175759.1792019738.3249751,9
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Boaz Middle School,"140 Newt Parker Dr, Boaz, AL 35957",10001200123,https://www.boazk12.org/Domain/11,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Boaz High School,"907 Brown St, Boaz, AL 35957",10001200874,https://www.boazk12.org/Domain/12,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Corley Elementary School,"505 Mount Vernon Rd, Boaz, AL 35957",10001200884,https://www.boazk12.org/ces,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Boaz Intermediate School,"11 Newt Parker Drive, Boaz, AL 35957",10001201630,https://www.boazk12.org/bis,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Boaz Elementary School,"362 Collier St, Boaz, AL 35957",10001201781,https://www.boazk12.org/bes,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
HewittTrussville Middle School,"5275 Trussville Clay Road, Trussville, AL 35173",10001300714,https://www.trussvillecityschools.com/Domain/11,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Paine Elementary School,"7600 Gadsden Highway, Trussville, AL 35173",10001301498,https://www.trussvillecityschools.com/paine,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
HewittTrussville High School,"6450 Husky Parkway, Trussville, AL 35173",10001301682,https://www.trussvillecityschools.com/HTHS,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Magnolia Elementary School,"5400 Hidden Way Lane, Trussville, AL 35173",10001302401,https://www.trussvillecityschools.com/magnolia,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Cahaba Elementary School,"301 Parkway Drive, Trussville, AL 35173",10001302402,https://www.trussvillecityschools.com/cahaba,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Alexander City Middle School,"359 State St, Alexander City, AL 35010",10003000001,"https://alabama.hometownlocator.com/schools/profiles,n,alexander%20city%20middle%20school,z,35010,t,pb,i,1001111.cfm",9
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Benjamin Russell High School,"225 Heard Blvd, Alexander City, AL 35010",10003000003,https://www.nfhsnetwork.com/schools/benjamin-russell-high-school-alexander-city-al,13
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Jim Pearson Elementary School,"1240 Scott Rd, Alexander City, AL 35010",10003000004,https://businessfinder.al.com/jim-pearson-elementary-school-alexander-city-al.html,10
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Nathaniel H Stephens Elementary School,"851 Laurel St, Alexander City, AL 35010",10003000005,https://www.homesnap.com/schools/AL/Alexander_City/Nathaniel_H_Stephens_Elementary_School,9
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
William L Radney Elementary School,"140 Allison Drive, Alexander City, AL 35010",10003000006,https://www.teacherlists.com/schools/39-william-l-radney-elementary,11
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Andalusia High School,"701 Third St, Andalusia, AL 36420",10006000007,https://highandalusiaal.schoolinsites.com/,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Andalusia Junior High,"408 4th Avenue, Andalusia, AL 36420",10006000008,https://juniorandalusiaal.schoolinsites.com/,4
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Andalusia Elementary School,"1501 West Bypass, Andalusia, AL 36420",10006001467,https://www.andalusiachamber.com/membership-directory/name/andalusia-elementary-school/,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Anniston High School,"1301 Woodstock Ave, Anniston, AL 36207",10009000011,https://www.annistonschools.com/Domain/82,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Golden Springs Elementary School,"100 Feary Dr, Anniston, AL 36207",10009000017,https://www.annistonschools.com/goldensprings,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Randolph Park Elementary School,"2200 W 17th St, Anniston, AL 36201",10009000020,https://www.annistonschools.com/randolphpark,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Tenth Street Elementary School,"1525 E 10th St, Anniston, AL 36207",10009000021,https://www.annistonschools.com/tenthstreet,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Anniston City Boot Camp School,"4804 McClellan Blvd, Anniston, AL 36206",10009001246,https://projects.propublica.org/miseducation/school/010009001246,9
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Anniston Middle School,"4800 McClellan Blvd, Anniston, AL 36206",10009001725,https://www.annistonschools.com/Domain/224,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Cobb PreK Academy,"1325 Cobb Ave, Anniston, AL 36201",10009001782,https://www.annistonschools.com/cobb,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Arab Elementary School,"241 8th Ave NE, Arab, AL 35016",10010000022,https://www.arabcityschools.org/Domain/10,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Arab Primary School,"121 Mimosa St NE, Arab, AL 35016",10010000025,https://www.arabcityschools.org/domain/640,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Arab Junior High School,"911 Old Cullman Rd, Arab, AL 35016",10010000027,https://www.arabcityschools.org/Domain/9,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Arab High School,"511 Arabian Dr NE, Arab, AL 35016",10010000028,https://www.arabcityschools.org/,2
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Athens Intermediate School,"1916 Us Hwy 72 W, Athens, AL 35611",10012000522,https://www.acs-k12.org/Domain/12,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Athens Elementary School,"515 N Madison St, Athens, AL 35611",10012001471,https://www.waze.com/live-map/directions/athens-elementary-school-n-madison-st-515-athens?to=place.w.178913628.1789332889.281196,2
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Athens High School,"100 Highway 31 N, Athens, AL 35611",10012001472,https://www.acs-k12.org/ahs,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Athens Middle School,"601 S Clinton St, Athens, AL 35611",10012001473,https://www.acs-k12.org/domain/103,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
James L Cowart Elementary School,"1701 W Hobbs St, Athens, AL 35611",10012001474,https://www.acs-k12.org/Domain/11,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Julian Newman Elementary School,"517 Julian Newman Dr, Athens, AL 35613",10012001475,https://www.acs-k12.org/Domain/10,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Brookhill Elementary School,"320 Brookhill Dr, Athens, AL 35611",10012001758,https://www.acs-k12.org/bes,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Athens Renaissance School,"405 South Street East, Athens, AL 35611",10012002417,https://www.acs-k12.org/ars,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Etowah High School,"201 Case Ave, Attalla, AL 35954",10018000033,https://www.attalla.k12.al.us/Domain/10,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Etowah Middle School,"316Jones Street, Attalla, AL 35954",10018000034,https://www.attalla.k12.al.us/Domain/9,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Attalla Elementary School,"300 Cullman Avenue, Attalla, AL 35954",10018000035,https://www.attalla.k12.al.us/Domain/8,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Saraland Middle SchoolAdams Campus,"401 Baldwin St, Saraland, AL 36571",10018500893,https://www.saralandboe.org/Domain/10,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Saraland Elementary School,"229 McKeough Ave, Saraland, AL 36571",10018500952,https://www.saralandboe.org/Domain/9,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Saraland High School,"1115 Industrial Parkway, Saraland, AL 36571",10018502137,https://www.saralandboe.org/domain/492,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Saraland Early Education Center,"4000 Lil Spartan Drive, Saraland, AL 36571",10018502427,https://www.saralandboe.org/SEEC,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Montgomery Childrens Specialty Center,"2853 Forbes Dr, Montgomery, AL 36110",10018702371,https://montgomerybytutera.com/,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Chickasaw City Elementary School,"80 Grant Street, Chickasaw, AL 36611",10018802193,https://www.chickasawschools.com/Domain/9,2
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Chickasaw City High School,"50 12th Ave, Chickasaw, AL 36611",10018802194,https://www.chickasawschools.com/,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Chickasaw Middle School,"50 Chieftain Way, Chickasaw, AL 36611",10018802428,https://www.chickasawschools.com/Domain/10,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Satsuma High School,"1 Gator Circle, Satsuma, AL 36572",10018902195,https://www.satsumaschools.com/Domain/9,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Robert E Lee Elementary,"251 Baker Rd, Satsuma, AL 36572",10018902196,https://www.satsumaschools.com/Domain/8,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Thompson Intermediate School,"10019 Highway 119, Alabaster, AL 35007",10019001182,https://www.teacherlists.com/schools/982-thompson-intermediate-school,8
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Thompson High School,"100 Warrior Dr, Alabaster, AL 35007",10019001183,https://www.acsboe.org/ths,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Thompson Middle School,"1509 Kent Dairy Road, Alabaster, AL 35007",10019001184,https://www.acsboe.org/site/default.aspx?PageType=3&ModuleInstanceID=791&ViewID=503a3e79-9340-40fd-8d85-f3b476c2baf0&RenderLoc=0&FlexDataID=171&PageID=494,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Meadow View  Elementary School,"2800 Smokey Rd, Alabaster, AL 35007",10019001460,https://www.acsboe.org/Domain/9,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Creek View Elementary School,"8568 Highway 17, Maylene, AL 35114",10019001815,https://www.acsboe.org/Domain/8,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Thompson Sixth Grade Center,"10111 Highway 119, Alabaster, AL 35007",10019002149,https://www.acsboe.org/domain/147,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Pelham Oaks,"2200 Highway 33, Pelham, AL 35124",10019402395,https://poes.pelhamcityschools.org/about_us/contact_us,3
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Pelham Ridge,"251 Applegate Parkway, Pelham, AL 35124",10019402396,https://www.pelhamcityschools.org/about_us/our_schools/pelham_ridge_elementary_school,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Pelham Park Middle School,"2016 Pelham Park Boulevard, Pelham, AL 35124",10019402398,https://ppms.pelhamcityschools.org/,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Pelham High School,"2500 Panther Cir, Pelham, AL 35124",10019402399,https://phs.pelhamcityschools.org/,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Pike Road Elementary School,"500 Avenue of Learning, Pike Road, AL 36064",10019502407,https://elementary.pikeroadschools.org/,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Pike Road Historic School,"4710 Pike Road, Pike Road, AL 36064",10019502424,https://www.pris.school/about,2
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Acceleration Day and Evening Academy,"3100 Cottage Hill Rd, Mobile, AL 36606",10019702432,https://www.accelacademymobile.com/,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Auburn High School,"1701 E Samford Avenue, Auburn, AL 36830",10021000036,https://www.auburnschools.org/domain/322,2
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Auburn Junior High School,"405 S Dean Rd, Auburn, AL 36830",10021000037,https://www.auburnschools.org/ajhs,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Cary Woods Elementary School,"715 Sanders St, Auburn, AL 36830",10021000039,https://www.auburnschools.org/cwes,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Dean Road Elementary School,"335 S Dean Rd, Auburn, AL 36830",10021000040,https://www.auburnschools.org/dres,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Drake Middle School,"655 Spencer Ave, Auburn, AL 36832",10021000041,https://www.auburnschools.org/domain/320,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Wrights Mill Road Elementary School,"807 Wrights Mill Rd, Auburn, AL 36830",10021000042,https://www.auburnschools.org/wmres,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Auburn Early Education Center,"721 E University Dr, Auburn, AL 36830",10021000053,https://www.auburnschools.org/aeec,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Ogletree Elementary School,"737 Ogletree Rd, Auburn, AL 36830",10021001254,https://www.auburnschools.org/ogletree/,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Margaret Yarbrough Elementary School,"1555 N Donahue Dr, Auburn, AL 36830",10021001259,https://www.auburnschools.org/yarbrough/,2
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Richland Elementary School,"770 S Yarbrough Farms Boulevard, Auburn, AL 36830",10021001879,https://www.auburnschools.org/richland,5
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Pick Elementary School,"1320 N College St, Auburn, AL 36830",10021002363,https://www.auburnschools.org/domain/315,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
East Samford School,"332 E Samford Avenue, Auburn, AL 36830",10021002440,https://www.auburnschools.org/ess,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Billingsley High School,"2446 County Road 77, Billingsley, AL 36006",10024000045,https://www.bsk12.net/,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Marbury High School,"2360 Highway 31 North, Deatsville, AL 36022",10024000046,https://www.marburyhighschool.org/contact,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Prattville Elementary School,"134 Patrick St, Prattville, AL 36067",10024000047,https://www.pesbobcats.com/,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Prattville High School,"1315 Upper Kingston Rd, Prattville, AL 36067",10024000048,https://www.gophslions.com/contact,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Prattville Junior High School,"1089 N Chestnut, Prattville, AL 36067",10024000049,https://www.pjhscats.com/,3
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Prattville Intermediate School,"1020 Honeysuckle Dr, Prattville, AL 36067",10024000050,https://pisautaugaal.schoolinsites.com/,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Prattville Primary School,"216 Wetumpka St, Prattville, AL 36067",10024000051,https://www.prattvilleprimary.com/,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Pine Level Elementary School,"2040 Highway 31 N, Deatsville, AL 36022",10024000543,https://www.pinelevelelem.com/,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Daniel Pratt Elementary School,"420 Harvest Loop, Prattville, AL 36066",10024000546,https://www.dpeseagles.com/,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Autauga County Alternative School,"816 Cardinal Ln, Prattville, AL 36067",10024000587,https://www.acboe.net/alt,4
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Autauga County Technology Center,"1301 Upper Kingston Rd, Prattville, AL 36067",10024000590,https://www.autaugatech.com/,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Autaugaville School,"2708 Dutch Bend St, Autaugaville, AL 36003",10024001408,https://www.autaugavilleschool.com/,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Louise M Smith Development Center,"298 Jay Street, Prattville, AL 36066",10024001550,https://www.awearc.org/development-center.html,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Prattville Kindergarten School,"338 1st St, Prattville, AL 36067",10024001639,https://www.prattvillekindergarten.com/,1
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Marbury Middle School,"210 County Road 20 East, Marbury, AL 36051",10024002159,https://www.marburymiddle.com/contact,1
