SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING,VALIDITY_CONFIRMED,EXPLANATIONS
William A Carter School,"435 E MAIN ST, MIDDLETOWN, NY 10940",361932001763,https://www.middletowncityschools.org/ces,1,False,School String not found in website.
Middletown Twin Towers Middle School,"112 GRAND AVE, MIDDLETOWN, NY 10940",361932001765,https://www.middletowncityschools.org/ttms,1,False,School String not found in website.
Middletown High School,"30 GARDNER AVE EXT, MIDDLETOWN, NY 10940",361932001766,https://www.middletowncityschools.org/domain/217,1,True,Validity is confirmed according to current tests.
Monhagen Middle School,"555 COUNTY RT 78, MIDDLETOWN, NY 10940",361932003198,https://www.middletowncityschools.org/mms,1,True,Validity is confirmed according to current tests.
Maple Hill Elementary School,"491 COUNTY RT 78, MIDDLETOWN, NY 10940",361932003199,https://www.middletowncityschools.org/Page/14,1,True,Validity is confirmed according to current tests.
Presidential Park Elementary School,"50 ROOSEVELT AVE, MIDDLETOWN, NY 10940",361932006448,https://www.middletowncityschools.org/ppes,1,True,Validity is confirmed according to current tests.
Milford Central School,"42 W MAIN ST, MILFORD, NY 13807",361935001769,http://www.web.milfordcentral.org/,1,True,Validity is confirmed according to current tests.
Alden Place Elementary School,"41 ALDEN PL, MILLBROOK, NY 12545",361938001770,https://ny50000204.schoolwires.net/Page/13,1,True,Validity is confirmed according to current tests.
Elm Drive Elementary School,"12 ELM DR, MILLBROOK, NY 12545",361938001771,https://www.millbrookcsd.org/Page/16,1,False,School String not found in website.
Millbrook Middle School,"43 ALDEN PL, MILLBROOK, NY 12545",361938001772,https://ny50000204.schoolwires.net/mms,1,True,Validity is confirmed according to current tests.
Millbrook High School,"70 CHURCH ST, MILLBROOK, NY 12545",361938005859,https://ny50000204.schoolwires.net/Page/9,1,True,Validity is confirmed according to current tests.
Miller Place High School,"15 MEMORIAL DR, MILLER PLACE, NY 11764",361941001773,https://www.millerplace.k12.ny.us/,1,True,Validity is confirmed according to current tests.
Andrew Muller Primary School,"65 LOWER ROCKY PT RD, MILLER PLACE, NY 11764",361941001774,https://www.millerplace.k12.ny.us/Domain/697,1,True,Validity is confirmed according to current tests.
North Country Road School,"191 N COUNTRY RD, MILLER PLACE, NY 11764",361941001775,https://www.millerplace.k12.ny.us/Domain/340,1,False,School String not found in website.
Sound Beach School,"197 N COUNTRY RD, MILLER PLACE, NY 11764",361941004303,https://www.millerplace.k12.ny.us/Domain/535,1,True,Validity is confirmed according to current tests.
Hampton Street School,"10 HAMPTON ST, MINEOLA, NY 11501",361950001777,http://www.mineola.k12.ny.us/schools/hampton_street,1,True,Validity is confirmed according to current tests.
Jackson Avenue School,"300 JACKSON AVE, MINEOLA, NY 11501",361950001778,http://www.mineola.k12.ny.us/schools/jackson_avenue,1,True,Validity is confirmed according to current tests.
Meadow Drive School,"25 MEADOW DR, ALBERTSON, NY 11507",361950001779,http://www.mineola.k12.ny.us/schools/meadow_drive,1,True,Validity is confirmed according to current tests.
Mineola High School,"10 ARMSTRONG RD, GARDEN CITY PARK, NY 11040",361950001780,http://www.mineola.k12.ny.us/schools/mineola_high,1,True,Validity is confirmed according to current tests.
Mineola Middle School,"200 EMORY RD, MINEOLA, NY 11501",361950001781,http://www.mineola.k12.ny.us/schools/mineola_middle,1,True,Validity is confirmed according to current tests.
Minerva Central School,"1466 COUNTY RT 29, OLMSTEDVILLE, NY 12857",361953001782,https://www.minervasd.org/,1,True,Validity is confirmed according to current tests.
Minisink Valley Elementary School,"2320 RT 6, MIDDLETOWN, NY 10940",361956001783,https://www.minisink.com/,1,False,School String not found in website.
Minisink Valley High School,"2320 RT 6, MIDDLETOWN, NY 10940",361956001784,https://www.minisink.com/,1,False,School String not found in website.
Minisink Valley Middle School,"2320 RT 6, MIDDLETOWN, NY 10940",361956001785,https://www.minisink.com/,1,False,School String not found in website.
