###############################################################
#
# TLD:            .WHOSWHO
# Script:         German
# Language Tag:   de
# Version Number: 1.0
# Effective Date: October 1, 2013
# Registry:       Who's Who Registry
# Address:        Lee Garden One, 19th Floor, #1901  Causeway Bay, Hong Kong
# Telephone:      +1 852 3050 9082
# Email:          info@domains.whoswho 
# URL:            domains.whoswho.com
#
###############################################################
Version 1 20130101 
October 1, 2013
Reference 1 ICANN Guidelines for the Implementation of Internationalized Domain Names
################################################################
# Relevant Policy Document URL: 
# This document describes the Internationalized Domain Names (IDN) Character Table used by Who's Who Registry within the .WHOSWHO registry for the registration of .WHOSWHO domains in the German language. 
# We advise registrants to carefully consider the potential confusion over the perception of equivalence between an accented Latin character and another sequence of Latin characters (with or 
# without accents.) There exists no equivalence rule that can be applied universally as any such mappings are generally dependent on the language, culture and context in which an IDN is used. 
# According to the NamePrep specification, the Eszet Character ‘ß’ used in the German script will be mapped to a double s string (i.e. ss). (10 August 2004)
# The table is an adaptation of RFC 3743's table format.  The format is as follows:
# VALID CODE POINT
# The first column is VALID CODE POINT which is available for registration.
# The second column is empty for this language.
# The third column is empty for this language.
# This table is in compliance with the ICANN Guidelines for the Implementation of Internationalized Domain Names and is intended for publication in the IANA IDN Character Table Registry.
#
U+002D	# HYPEN-MINUS
U+0030	# DIGIT ZERO
U+0031	# DIGIT ONE
U+0032	# DIGIT TWO
U+0033	# DIGIT THREE
U+0034	# DIGIT FOUR
U+0035	# DIGIT FIVE
U+0036	# DIGIT SIX
U+0037	# DIGIT SEVEN
U+0038	# DIGIT EIGHT
U+0039	# DIGIT NINE
U+0061	# LATIN SMALL LETTER A
U+0062	# LATIN SMALL LETTER B
U+0063	# LATIN SMALL LETTER C
U+0064	# LATIN SMALL LETTER D
U+0065	# LATIN SMALL LETTER E
U+0066	# LATIN SMALL LETTER F
U+0067	# LATIN SMALL LETTER G
U+0068	# LATIN SMALL LETTER H
U+0069	# LATIN SMALL LETTER I
U+006A	# LATIN SMALL LETTER J
U+006B	# LATIN SMALL LETTER K
U+006C	# LATIN SMALL LETTER L
U+006D	# LATIN SMALL LETTER M
U+006E	# LATIN SMALL LETTER N
U+006F	# LATIN SMALL LETTER O
U+0070	# LATIN SMALL LETTER P
U+0071	# LATIN SMALL LETTER Q
U+0072	# LATIN SMALL LETTER R
U+0073	# LATIN SMALL LETTER S
U+0074	# LATIN SMALL LETTER T
U+0075	# LATIN SMALL LETTER U
U+0076	# LATIN SMALL LETTER V
U+0077	# LATIN SMALL LETTER W
U+0078	# LATIN SMALL LETTER X
U+0079	# LATIN SMALL LETTER Y
U+007A	# LATIN SMALL LETTER Z
U+00E4	# LATIN SMALL LETTER A WITH DIAERESIS (A-UMLAUT)
U+00F6	# LATIN SMALL LETTER O WITH DIAERESIS (O-UMLAUT)
U+00FC	# LATIN SMALL LETTER U WITH DIAERESIS (U-UMLAUT)
