SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING,VALIDITY_CONFIRMED,EXPLANATIONS
Travis Middle,"705 N NUECES ST, PORT LAVACA, TX 77979",481248000752,http://tms.calcoisd.org/,1,True,Validity is confirmed according to current tests.
Hope H S,"900 N VIRGINIA RM 10, PORT LAVACA, TX 77979",481248007199,http://www.findglocal.com/US/Port-Lavaca/1843650355861698/Hope-High-School,3,False,School String not found in website.
Callisburg El,"648 FM 3164, GAINESVILLE, TX 76240",481251000753,https://es.cisdtx.net/apps/contact/,1,True,Validity is confirmed according to current tests.
Callisburg H S,"308 DOZIER ST, CALLISBURG, TX 76240",481251000754,https://hs.cisdtx.net/,1,False,School String not found in website.
Callisburg Middle,"308 DOZIER ST, CALLISBURG, TX 76240",481251012462,https://ms.cisdtx.net/,1,True,Validity is confirmed according to current tests.
Calvert School,"310 HICKORY ST, CALVERT, TX 77837",481254000756,https://www.calvertisd.com/,1,True,Validity is confirmed according to current tests.
Cameron El,"404 E 22ND ST, CAMERON, TX 76520",481264000758,https://www.hisawyer.com/listings/providers/127874-cameron-elementary,1,True,Validity is confirmed according to current tests.
Cameron Middle,"404 E 22ND ST, CAMERON, TX 76520",481264000760,https://www.hisawyer.com/listings/schools/127875-cameron-middle,1,True,Validity is confirmed according to current tests.
Cameron Yoe H S,"303 E 12TH ST, CAMERON, TX 76520",481264000762,http://www.cameronisd.net/page/yhs.Home,1,False,School String not found in website.
Ben Milam El,"1100 E 21ST ST, CAMERON, TX 76520",481264007074,http://www.cameronisd.net/page/bmes.Home,3,True,Validity is confirmed according to current tests.
Campbell El,"480 N PATTERSON, CAMPBELL, TX 75422",481266000763,https://www.campbellisd.org/,1,False,School String not found in website.
Campbell H S,"480 N PATTERSON, CAMPBELL, TX 75422",481266000764,https://www.campbellisd.org/,1,False,School String not found in website.
Baker El,"723 CHEYENNE, CANADIAN, TX 79014",481270000765,http://www.k12guides.com/school/Baker-El:481270000765.html,1,True,Validity is confirmed according to current tests.
Canadian H S,"621 S 5TH ST, CANADIAN, TX 79014",481270000766,https://chs.canadianisd.net/,2,False,School String not found in website.
Canadian El,"500 DOGWOOD, CANADIAN, TX 79014",481270005853,https://panhandletimes.com/organizations/647553237-canadian-elementary,4,True,Validity is confirmed according to current tests.
Canadian Middle,"404 6TH ST, CANADIAN, TX 79014",481270005966,https://cms.canadianisd.net/,1,True,Validity is confirmed according to current tests.
Canton El,"1163 S BUFFALO ST, CANTON, TX 75103",481275000768,http://www.k12guides.com/school/Canton-El:481275000768.html,4,True,Validity is confirmed according to current tests.
Canton H S,"1110 W HWY 243, CANTON, TX 75103",481275000769,https://hs.cantonisd.net/,1,False,School String not found in website.
Canton J H,"1115 S BUFFALO ST, CANTON, TX 75103",481275000770,https://jr.cantonisd.net/apps/contact/,1,False,School String not found in website.
Canton Int,"1190 W HWY 243, CANTON, TX 75103",481275006832,https://is.cantonisd.net/,1,True,Validity is confirmed according to current tests.
Canutillo H S,"6675 S DESERT BLVD, EL PASO, TX 79932",481278000772,http://canutillochs.ss6.sharpschool.com/,1,False,School String not found in website.
Canutillo Middle,"7311 BOSQUE RD, CANUTILLO, TX 79835",481278000773,http://canutillocms.ss6.sharpschool.com/,1,True,Validity is confirmed according to current tests.
Jose H Damian El,"6300 STRAHAN, CANUTILLO, TX 79835",481278000874,http://jde.canutillo-isd.org/,1,False,School String not found in website.
Canutillo El,"651 CANUTILLO AVE, CANUTILLO, TX 79835",481278006370,http://canutilloces.ss6.sharpschool.com/,1,True,Validity is confirmed according to current tests.
Deanna Davenport El,"8401 REMINGTON, CANUTILLO, TX 79835",481278006833,http://canutillodde.ss6.sharpschool.com/about,1,True,Validity is confirmed according to current tests.
Bill Childress El,"7700 CAP CARTER RD, VINTON, TX 79821",481278007274,http://canutillobce.ss6.sharpschool.com/,1,True,Validity is confirmed according to current tests.
Gonzalo And Sofia Garcia El,"6550 WESTSIDE DR, EL PASO, TX 79932",481278010657,http://ges.canutillo-isd.org/,1,False,School String not found in website.
Jose J Alderete Middle,"801 TALBOT ST, CANUTILLO, TX 79835",481278011215,http://canutilloams.ss6.sharpschool.com/,1,False,School String not found in website.
Congressman Silvestre & Carolina School,"7965 ARTCRAFT, EL PASO, TX 79932",481278011216,https://www.homesnap.com/schools/TX/El_Paso/Congressman_Silvestre_Carolina_School,4,False,School String not found in website.
Northwest Early College H S (Nwechs),"6701 S DESERT BLVD BUILDING N, EL PASO, TX 79932",481278011864,http://nwechs.canutillo-isd.org/,1,False,School String not found in website.
Canyon H S,"1701 23RD ST, CANYON, TX 79015",481281000774,https://chs.canyonisd.net/,1,False,School String not found in website.
Canyon J H,"910 9TH AVE, CANYON, TX 79015",481281000775,https://cjh.canyonisd.net/,1,False,School String not found in website.
Gene Howe El,"5108 PICO, AMARILLO, TX 79110",481281000776,https://gh.canyonisd.net/,1,True,Validity is confirmed according to current tests.
Sundown Lane El,"4715 SUNDOWN LN, AMARILLO, TX 79118",481281000779,https://sl.canyonisd.net/,1,True,Validity is confirmed according to current tests.
Youth Ctr Of High Plains,"9300 S GEORGIA, AMARILLO, TX 79118",481281005172,https://www.rcjj.org/departments/youth-center-high-plains,3,False,School String not found in website.
Lakeview El,"6407 LAIR RD, AMARILLO, TX 79118",481281006371,https://lv.canyonisd.net/,7,False,Query Ranking > 5
Arden Road El,"6801 LEARNING TREE AVE, AMARILLO, TX 79109",481281006372,https://ar.canyonisd.net/,1,True,Validity is confirmed according to current tests.
Randall H S,"5800 ATTEBURY, AMARILLO, TX 79118",481281006521,https://rhs.canyonisd.net/,1,False,School String not found in website.
Westover Park J H,"7200 W PKWY, AMARILLO, TX 79109",481281007088,https://wp.canyonisd.net/,1,False,School String not found in website.
Crestview El,"80 HUNSLEY RD, CANYON, TX 79015",481281007090,https://cv.canyonisd.net/,1,True,Validity is confirmed according to current tests.
Reeves-Hinger El,"1005 21ST ST, CANYON, TX 79015",481281007091,https://rh.canyonisd.net/,1,True,Validity is confirmed according to current tests.
Greenways Int,"8100 PINERIDGE, AMARILLO, TX 79119",481281009476,https://gw.canyonisd.net/,1,True,Validity is confirmed according to current tests.
Canyon Int,"506 8TH ST, CANYON, TX 79015",481281010998,https://ci.canyonisd.net/,1,True,Validity is confirmed according to current tests.
City View El,"3400 KNOLL, AMARILLO, TX 79118",481281012109,https://cty.canyonisd.net/,1,True,Validity is confirmed according to current tests.
Hillside El,"9600 PERRY AVE, AMARILLO, TX 79119",481281012226,https://hs.canyonisd.net/,4,True,Validity is confirmed according to current tests.
Midway Alternative H S,"13501 S BELL, AMARILLO, TX 79118",481281012356,https://www.k12jobspot.com/School/36795,3,False,School String not found in website.
Carlisle School,"8960 FM 13 W, HENDERSON, TX 75654",481287000783,https://www.carlisleisd.org/athletics,1,False,School String not found in website.
Carrizo Springs H S,"286 FM 1557, CARRIZO SPRINGS, TX 78834",481299000785,https://www.hisawyer.com/listings/schools/127913-carrizo-springs-high-school,1,False,School String not found in website.
Carrizo Springs J H,"286 FM RD 1556, CARRIZO SPRINGS, TX 78834",481299000786,https://www.hisawyer.com/listings/schools/127912-carrizo-springs-junior-high,1,False,School String not found in website.
Carrizo Springs Int,"451 HWY 85 E, CARRIZO SPRINGS, TX 78834",481299000788,https://www.cscisd.net/Domain/9,2,True,Validity is confirmed according to current tests.
Carrizo Springs El,"605 N 9TH ST, CARRIZO SPRINGS, TX 78834",481299009648,https://us.centralindex.com/company/470825230102528,6,False,Query Ranking > 5
Jack D Johnson El,"1301 N CARROLL AVE, SOUTHLAKE, TX 76092",481302000790,https://www.southlakecarroll.edu/johnsonelementary,1,False,School String not found in website.
Carroll Senior H S,"1501 W SOUTHLAKE BLVD, SOUTHLAKE, TX 76092",481302000791,https://www.southlakecarroll.edu/carrollseniorhigh,1,False,School String not found in website.
Carroll El,"1705 W CONTINENTAL BLVD, SOUTHLAKE, TX 76092",481302006373,https://www.hisawyer.com/listings/providers/127923-carroll-elementary,2,True,Validity is confirmed according to current tests.
Walnut Grove El,"2520 N WHITE CHAPEL BLVD, SOUTHLAKE, TX 76092",481302007122,https://www.realtor.com/realestateandhomes-detail/2520-N-White-Chapel-Blvd_Southlake_TX_76092_M70778-33059,3,True,Validity is confirmed according to current tests.
Don T Durham Int,"801 SHADY OAKS, SOUTHLAKE, TX 76092",481302007448,https://elementaryschools.org/directory/tx/cities/southlake/don-t-durham-int/481302007448/,4,True,Validity is confirmed according to current tests.
Robert H Rockenbaugh El,"301 BYRON NELSON PKWY, SOUTHLAKE, TX 76092",481302007733,https://www.southlakecarroll.edu/rockenbaughelementary,1,False,School String not found in website.
Carroll Middle,"1800 E KIRKWOOD BLVD, SOUTHLAKE, TX 76092",481302008923,https://www.southlakecarroll.edu/carrollmiddle,1,True,Validity is confirmed according to current tests.
Old Union El,"1050 S CARROLL AVE, SOUTHLAKE, TX 76092",481302009060,https://www.southlakecarroll.edu/oldunionelementary,1,True,Validity is confirmed according to current tests.
Eubanks Int,"500 S KIMBALL AVE, SOUTHLAKE, TX 76092",481302009061,https://www.southlakecarroll.edu/eubanksintermediate,1,True,Validity is confirmed according to current tests.
Carroll H S,"800 WHITE CHAPEL BLVD, SOUTHLAKE, TX 76092",481302009392,https://www.southlakecarroll.edu/carrollhigh,1,False,School String not found in website.
George Dawson Middle,"400 S KIMBALL AVE, SOUTHLAKE, TX 76092",481302009393,https://www.southlakecarroll.edu/dawsonmiddle,1,False,School String not found in website.
Tarrant Co J J A E P,"2400 N CARROLL AVE, SOUTHLAKE, TX 76092",481302011035,https://citylifestyle.com/fort-worth-tx/businesses/community-and-education/tarrant-county-j-j-a-e-p-577577,3,False,School String not found in website.
Mckamy El,"3443 BRIARGROVE LN, DALLAS, TX 75287",481305000463,https://mckamy.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Carrollton El,"1805 PEARL ST, CARROLLTON, TX 75006",481305000793,https://carrollton.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Central El,"1600 S PERRY RD, CARROLLTON, TX 75006",481305000794,https://central.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Country Place El,"2115 RAINTREE, CARROLLTON, TX 75006",481305000795,https://countryplace.cfbisd.edu/,2,True,Validity is confirmed according to current tests.
Davis El,"3205 DORCHESTER DR, CARROLLTON, TX 75007",481305000796,https://davis.cfbisd.edu/,2,True,Validity is confirmed according to current tests.
Farmers Branch El,"13521 TOM FIELD RD, FARMERS BRANCH, TX 75234",481305000797,https://farmersbranch.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Field Middle,"13551 DENNIS LN, FARMERS BRANCH, TX 75234",481305000798,https://field.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Good El,"1012 STUDY LN, CARROLLTON, TX 75006",481305000799,https://good.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Blanton El,"2525 SCOTT MILL RD, CARROLLTON, TX 75006",481305000800,https://blanton.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Mccoy El,"2425 MCCOY RD, CARROLLTON, TX 75006",481305000801,https://mccoy.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Smith H S,"2335 N JOSEY LN, CARROLLTON, TX 75006",481305000803,https://smith.cfbisd.edu/,1,False,School String not found in website.
Perry Middle,"1709 E BELT LINE RD, CARROLLTON, TX 75006",481305000804,https://perry.cfbisd.edu/,2,True,Validity is confirmed according to current tests.
Stark El,"12400 JOSEY LN, FARMERS BRANCH, TX 75234",481305000805,https://stark.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Turner H S,"1600 JOSEY LN, CARROLLTON, TX 75006",481305000806,https://turner.cfbisd.edu/,1,False,School String not found in website.
Thompson El,"2915 SCOTT MILL RD, CARROLLTON, TX 75007",481305000809,https://education.uslocalsearch.info/en/thompson-elementary-school-1-972-968-3400.html,3,True,Validity is confirmed according to current tests.
Long Middle,"2525 FRANKFORD, DALLAS, TX 75287",481305005670,https://long.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Grimes Education Center,"1745 HUTTON, CARROLLTON, TX 75006",481305005671,https://grimes.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Rainwater El,"1408 E FRANKFORD, CARROLLTON, TX 75007",481305005740,http://www.k12guides.com/school/Rainwater-El:481305005740.html,3,True,Validity is confirmed according to current tests.
Huie Special Educ Ctr,"2115 FRANKFORD RD, CARROLLTON, TX 75007",481305005854,https://huie.cfbisd.edu/,1,False,School String not found in website.
Furneaux El,"3210 FURNEAUX RD, CARROLLTON, TX 75007",481305005968,https://furneaux.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Rosemeade El,"3550 KIMBERLY, CARROLLTON, TX 75007",481305005969,https://rosemeade.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Blalack Middle,"1706 PETERS COLONY, CARROLLTON, TX 75007",481305006230,https://blalack.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Las Colinas El,"2200 KINWEST PKWY, IRVING, TX 75063",481305006231,https://lascolinas.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Kent El,"1800 W ROSEMEADE PKWY, CARROLLTON, TX 75007",481305006663,https://kent.cfbisd.edu/,2,True,Validity is confirmed according to current tests.
Salazar District Alternative Education Program,"2416 KELLER SPRINGS RD, CARROLLTON, TX 75006",481305007241,https://salazar.cfbisd.edu/,1,False,School String not found in website.
Bush Middle,"515 COWBOYS PKWY, IRVING, TX 75063",481305007242,https://bush.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Landry El,"265 RED RIVER TRL, IRVING, TX 75063",481305007243,https://landry.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Dallas County Jjaep Cfb Campus,"1673 TERRE COLONY, DALLAS, TX 75212",481305007563,https://txschools.gov/schools/057903009/profile,3,True,Validity is confirmed according to current tests.
Polk Middle,"2001 KELLY BLVD, CARROLLTON, TX 75006",481305007564,https://polk.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Creekview H S,"3201 OLD DENTON RD, CARROLLTON, TX 75007",481305007852,https://creekview.cfbisd.edu/,1,False,School String not found in website.
Denton County Jjaep Cfb Campus,"210 S WOODROW LN, DENTON, TX 76202",481305008510,https://txschools.gov/schools/057903008/profile,1,True,Validity is confirmed according to current tests.
Mcwhorter El,"3678 TIMBERGLEN RD, DALLAS, TX 75287",481305008511,https://mcwhorter.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Riverchase Ele,"272 S MACARTHUR BLVD, COPPELL, TX 75019",481305008760,https://riverchase.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Ranchview H S,"8401 VLY RANCH PKWY E, IRVING, TX 75063",481305009190,https://ranchview.cfbisd.edu/,1,False,School String not found in website.
Blair El,"14055 HEARTSIDE DR, FARMERS BRANCH, TX 75234",481305009191,https://txschools.gov/schools/057903131/profile,1,True,Validity is confirmed according to current tests.
Freeman El,"8757 VALLEY RANCH PKWY, IRVING, TX 75063",481305010555,https://freeman.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
La Villita El,"1601 CAMINO LAGO WAY, IRVING, TX 75039",481305010556,https://lavillita.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Early College H S,"3939 VLY VIEW LN BLDG G, DALLAS, TX 75244",481305011190,https://earlycollege.cfbisd.edu/,1,False,School String not found in website.
Mclaughlin Strickland El,"3030 FYKE RD, FARMERS BRANCH, TX 75234",481305011192,https://mclaughlinstrickland.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Sheffield El,"18110 KELLY BLVD, DALLAS, TX 75287",481305021019,https://sheffield.cfbisd.edu/,1,True,Validity is confirmed according to current tests.
Baker-Koonce Int,"320 N DANIEL ST, CARTHAGE, TX 75633",481311000811,https://bks.carthageisd.org/,1,False,School String not found in website.
Carthage H S,"1 BULLDOG DR, CARTHAGE, TX 75633",481311000812,https://www.carthageisd.org/,1,False,School String not found in website.
Libby El,"425 DAVIS ST, CARTHAGE, TX 75633",481311000813,http://www.k12guides.com/school/Libby-El:481311000813.html,1,True,Validity is confirmed according to current tests.
Carthage J H,"606 HOLLY ST, CARTHAGE, TX 75633",481311000814,https://jhs.carthageisd.org/,1,False,School String not found in website.
Carthage Pri,"1 BULLDOG DR, CARTHAGE, TX 75633",481311005419,https://www.carthageisd.org/,1,True,Validity is confirmed according to current tests.
A V Cato El,"4501 BARBARA RD, FORT WORTH, TX 76114",481317000815,http://avc.castleberryisd.net/,1,False,School String not found in website.
Castleberry El,"1100 ROBERTS CUT OFF, FORT WORTH, TX 76114",481317000816,http://ce.castleberryisd.net/,1,True,Validity is confirmed according to current tests.
Castleberry H S,"215 CHURCHILL RD, FORT WORTH, TX 76114",481317000817,http://chs.castleberryisd.net/,1,False,School String not found in website.
Marsh Middle,"415 HAGG DR, FORT WORTH, TX 76114",481317000818,http://imms.castleberryisd.net/,1,True,Validity is confirmed according to current tests.
Joy James El,"5300 BUCHANAN ST, FORT WORTH, TX 76114",481317000819,http://jje.castleberryisd.net/,1,True,Validity is confirmed according to current tests.
Reach H S,"1101 MERRITT, FORT WORTH, TX 76114",481317007121,http://reach.castleberryisd.net/,1,False,School String not found in website.
T R U C E Learning Ctr,"1101 MERRITT, FORT WORTH, TX 76114",481317007446,http://truce.castleberryisd.net/,1,False,School String not found in website.
Cayuga El,"17750 N US HWY 287, TENNESSEE COLONY, TX 75861",481320000820,https://www.cayugaisd.com/,3,False,School String not found in website.
Cayuga H S,"17750 N US HWY 287, TENNESSEE COLONY, TX 75861",481320000821,https://www.cayugaisd.com/,2,False,School String not found in website.
Cayuga Middle,"17750 N US HWY 287, TENNESSEE COLONY, TX 75861",481320005623,https://www.cayugaisd.com/campuses,1,False,School String not found in website.
Bray El,"218 N BROAD ST, CEDAR HILL, TX 75104",481323000822,https://www.chisd.net/bes,1,True,Validity is confirmed according to current tests.
Cedar Hill H S,"1 LONGHORN BLVD, CEDAR HILL, TX 75104",481323000823,https://www.chisd.net/Domain/11,1,False,School String not found in website.
W S Permenter Middle,"431 W PARKERVILLE RD, CEDAR HILL, TX 75104",481323000825,https://www.chisd.net/pms,1,False,School String not found in website.
Plummer El,"1203 CLARK RD, CEDAR HILL, TX 75104",481323000826,https://www.chisd.net/Domain/19,1,True,Validity is confirmed according to current tests.
High Pointe El,"1351 HIGH POINTE LN, CEDAR HILL, TX 75104",481323006232,https://www.chisd.net/highpointe,1,True,Validity is confirmed according to current tests.
Highlands El,"131 SIMS DR, CEDAR HILL, TX 75104",481323006374,https://www.chisd.net/hes,1,True,Validity is confirmed according to current tests.
Lakeridge El,"1020 LAKERIDGE PWKY, CEDAR HILL, TX 75104",481323009193,https://www.chisd.net/lakeridge,1,False,School String not found in website.
Ninth Grade Center,"1515 W BELTLINE RD, CEDAR HILL, TX 75104",481323010558,https://www.hisawyer.com/listings/schools/127982-ninth-grade-center,9,False,Query Ranking > 5
Bessie Coleman Middle,"1208 PLEASANT RUN RD, CEDAR HILL, TX 75104",481323010559,https://www.chisd.net/cms,1,False,School String not found in website.
Cedar Hill Collegiate H S,"1533 HIGH POINTE LN, CEDAR HILL, TX 75104",481323012181,https://www.chisd.net/domain/10,1,False,School String not found in website.
Cedar Hill Collegiate Academy,"1533 HIGH POINTE LN, CEDAR HILL, TX 75104",481323013150,https://www.chisd.net/domain/10,1,False,School String not found in website.
Cedar Hill Collegiate Prep,"975 PICKARD DR, CEDAR HILL, TX 75104",481323013164,https://www.chisd.net/collegiateprep,1,False,School String not found in website.
Waterford Oaks El,"401 N WATERFORD OAKS DR, CEDAR HILL, TX 75104",481323021203,https://www.chisd.net/domain/20,1,True,Validity is confirmed according to current tests.
Celeste El,"605 W COCKRELL ST, CELESTE, TX 75423",481326000827,https://www.hisawyer.com/listings/providers/127993-celeste-elementary,2,True,Validity is confirmed according to current tests.
Celeste H S,"609 FM 1562, CELESTE, TX 75423",481326000828,https://www.celesteisd.org/15734_1,1,False,School String not found in website.
Celeste J H,"200 S 5TH ST, CELESTE, TX 75423",481326006522,https://www.celesteisd.org/15733_1,1,False,School String not found in website.
Celina H S,"3455 N PRESTON RD, CELINA, TX 75009",481329000830,https://www.celinaisd.com/campus/celina-high-school/celina-high-school-about/,2,False,School String not found in website.
